Date,Close,Index
2015-11-13,3443.0,NIFTY INDIA CONSUMPTION
2015-11-20,3534.0,NIFTY INDIA CONSUMPTION
2015-11-27,3564.0,NIFTY INDIA CONSUMPTION
2015-12-04,3508.0,NIFTY INDIA CONSUMPTION
2015-12-11,3443.0,NIFTY INDIA CONSUMPTION
2015-12-18,3523.0,NIFTY INDIA CONSUMPTION
2015-12-25,3572.0,NIFTY INDIA CONSUMPTION
2016-01-01,3612.0,NIFTY INDIA CONSUMPTION
2016-01-08,3441.0,NIFTY INDIA CONSUMPTION
2016-01-15,3345.0,NIFTY INDIA CONSUMPTION
2016-01-22,3288.0,NIFTY INDIA CONSUMPTION
2016-01-29,3338.0,NIFTY INDIA CONSUMPTION
2016-02-05,3338.0,NIFTY INDIA CONSUMPTION
2016-02-12,3188.0,NIFTY INDIA CONSUMPTION
2016-02-19,3253.0,NIFTY INDIA CONSUMPTION
2016-02-26,3199.0,NIFTY INDIA CONSUMPTION
2016-03-04,3302.0,NIFTY INDIA CONSUMPTION
2016-03-11,3341.0,NIFTY INDIA CONSUMPTION
2016-03-18,3348.0,NIFTY INDIA CONSUMPTION
2016-03-25,3402.0,NIFTY INDIA CONSUMPTION
2016-04-01,3400.0,NIFTY INDIA CONSUMPTION
2016-04-08,3359.0,NIFTY INDIA CONSUMPTION
2016-04-15,3518.0,NIFTY INDIA CONSUMPTION
2016-04-22,3506.0,NIFTY INDIA CONSUMPTION
2016-04-29,3488.0,NIFTY INDIA CONSUMPTION
2016-05-06,3481.0,NIFTY INDIA CONSUMPTION
2016-05-13,3515.0,NIFTY INDIA CONSUMPTION
2016-05-20,3477.0,NIFTY INDIA CONSUMPTION
2016-05-27,3620.0,NIFTY INDIA CONSUMPTION
2016-06-03,3669.0,NIFTY INDIA CONSUMPTION
2016-06-10,3624.0,NIFTY INDIA CONSUMPTION
2016-06-17,3631.0,NIFTY INDIA CONSUMPTION
2016-06-24,3619.0,NIFTY INDIA CONSUMPTION
2016-07-01,3762.0,NIFTY INDIA CONSUMPTION
2016-07-08,3750.0,NIFTY INDIA CONSUMPTION
