Date,Close,Index
2022-01-14,11046.0,NIFTY MICROCAP 250
2022-01-21,10806.0,NIFTY MICROCAP 250
2022-01-28,10491.0,NIFTY MICROCAP 250
2022-02-04,10823.0,NIFTY MICROCAP 250
2022-02-11,10453.0,NIFTY MICROCAP 250
2022-02-18,10085.0,NIFTY MICROCAP 250
2022-02-25,9452.0,NIFTY MICROCAP 250
2022-03-04,9505.0,NIFTY MICROCAP 250
2022-03-11,9881.0,NIFTY MICROCAP 250
2022-03-18,10016.0,NIFTY MICROCAP 250
2022-03-25,9946.0,NIFTY MICROCAP 250
2022-04-01,10322.0,NIFTY MICROCAP 250
2022-04-08,10941.0,NIFTY MICROCAP 250
2022-04-15,10953.0,NIFTY MICROCAP 250
2022-04-22,10998.0,NIFTY MICROCAP 250
2022-04-29,10653.0,NIFTY MICROCAP 250
2022-05-06,10143.0,NIFTY MICROCAP 250
2022-05-13,9350.0,NIFTY MICROCAP 250
2022-05-20,9841.0,NIFTY MICROCAP 250
2022-05-27,9445.0,NIFTY MICROCAP 250
2022-06-03,9880.0,NIFTY MICROCAP 250
2022-06-10,9700.0,NIFTY MICROCAP 250
2022-06-17,8971.0,NIFTY MICROCAP 250
2022-06-24,9106.0,NIFTY MICROCAP 250
2022-07-01,9241.0,NIFTY MICROCAP 250
2022-07-08,9598.0,NIFTY MICROCAP 250
2022-07-15,9630.0,NIFTY MICROCAP 250
2022-07-22,9966.0,NIFTY MICROCAP 250
2022-07-29,9978.0,NIFTY MICROCAP 250
2022-08-05,10157.0,NIFTY MICROCAP 250
2022-08-12,10219.0,NIFTY MICROCAP 250
2022-08-19,10380.0,NIFTY MICROCAP 250
2022-08-26,10588.0,NIFTY MICROCAP 250
2022-09-02,10851.0,NIFTY MICROCAP 250
2022-09-09,11089.0,NIFTY MICROCAP 250
2022-09-16,11062.0,NIFTY MICROCAP 250
2022-09-23,10893.0,NIFTY MICROCAP 250
2022-09-30,10671.0,NIFTY MICROCAP 250
2022-10-07,11078.0,NIFTY MICROCAP 250
2022-10-14,10807.0,NIFTY MICROCAP 250
2022-10-21,10771.0,NIFTY MICROCAP 250
2022-10-28,10867.0,NIFTY MICROCAP 250
2022-11-04,11164.0,NIFTY MICROCAP 250
2022-11-11,11099.0,NIFTY MICROCAP 250
2022-11-18,11078.0,NIFTY MICROCAP 250
2022-11-25,11214.0,NIFTY MICROCAP 250
2022-12-02,11521.0,NIFTY MICROCAP 250
2022-12-09,11401.0,NIFTY MICROCAP 250
2022-12-16,11411.0,NIFTY MICROCAP 250
2022-12-23,10390.0,NIFTY MICROCAP 250
2022-12-30,11209.0,NIFTY MICROCAP 250
2023-01-06,11226.0,NIFTY MICROCAP 250
2023-01-13,11256.0,NIFTY MICROCAP 250
2023-01-20,11167.0,NIFTY MICROCAP 250
2023-01-27,10617.0,NIFTY MICROCAP 250
2023-02-03,10628.0,NIFTY MICROCAP 250
2023-02-10,10812.0,NIFTY MICROCAP 250
2023-02-17,10740.0,NIFTY MICROCAP 250
2023-02-24,10483.0,NIFTY MICROCAP 250
2023-03-03,10581.0,NIFTY MICROCAP 250
2023-03-10,10749.0,NIFTY MICROCAP 250
2023-03-17,10355.0,NIFTY MICROCAP 250
2023-03-24,10195.0,NIFTY MICROCAP 250
2023-03-31,10242.0,NIFTY MICROCAP 250
2023-04-07,10734.0,NIFTY MICROCAP 250
2023-04-14,10904.0,NIFTY MICROCAP 250
2023-04-21,10932.0,NIFTY MICROCAP 250
2023-04-28,11222.0,NIFTY MICROCAP 250
2023-05-05,11428.0,NIFTY MICROCAP 250
2023-05-12,11617.0,NIFTY MICROCAP 250
2023-05-19,11699.0,NIFTY MICROCAP 250
2023-05-26,11861.0,NIFTY MICROCAP 250
2023-06-02,12266.0,NIFTY MICROCAP 250
2023-06-09,12510.0,NIFTY MICROCAP 250
2023-06-16,12885.0,NIFTY MICROCAP 250
2023-06-23,12854.0,NIFTY MICROCAP 250
2023-06-30,13146.0,NIFTY MICROCAP 250
