Date,Close,Index
2021-01-08,14396.0,NIFTY200 MOMENTUM 30
2021-01-11,14555.0,NIFTY200 MOMENTUM 30
2021-01-12,14490.0,NIFTY200 MOMENTUM 30
2021-01-13,14469.0,NIFTY200 MOMENTUM 30
2021-01-14,14395.0,NIFTY200 MOMENTUM 30
2021-01-15,14142.0,NIFTY200 MOMENTUM 30
2021-01-18,13851.0,NIFTY200 MOMENTUM 30
2021-01-19,14081.0,NIFTY200 MOMENTUM 30
2021-01-20,14325.0,NIFTY200 MOMENTUM 30
2021-01-21,14256.0,NIFTY200 MOMENTUM 30
2021-01-22,14037.0,NIFTY200 MOMENTUM 30
2021-01-25,13932.0,NIFTY200 MOMENTUM 30
2021-01-27,13679.0,NIFTY200 MOMENTUM 30
2021-01-28,13598.0,NIFTY200 MOMENTUM 30
2021-01-29,13206.0,NIFTY200 MOMENTUM 30
2021-02-01,13609.0,NIFTY200 MOMENTUM 30
2021-02-02,13900.0,NIFTY200 MOMENTUM 30
2021-02-03,14084.0,NIFTY200 MOMENTUM 30
2021-02-04,14249.0,NIFTY200 MOMENTUM 30
2021-02-05,14284.0,NIFTY200 MOMENTUM 30
2021-02-08,14590.0,NIFTY200 MOMENTUM 30
2021-02-09,14512.0,NIFTY200 MOMENTUM 30
2021-02-10,14626.0,NIFTY200 MOMENTUM 30
2021-02-11,14715.0,NIFTY200 MOMENTUM 30
2021-02-12,14693.0,NIFTY200 MOMENTUM 30
2021-02-15,14895.0,NIFTY200 MOMENTUM 30
2021-02-16,14923.0,NIFTY200 MOMENTUM 30
2021-02-17,14802.0,NIFTY200 MOMENTUM 30
2021-02-18,14806.0,NIFTY200 MOMENTUM 30
2021-02-19,14542.0,NIFTY200 MOMENTUM 30
2021-02-22,14365.0,NIFTY200 MOMENTUM 30
2021-02-23,14456.0,NIFTY200 MOMENTUM 30
2021-02-24,14492.0,NIFTY200 MOMENTUM 30
2021-02-25,14671.0,NIFTY200 MOMENTUM 30
2021-02-26,14255.0,NIFTY200 MOMENTUM 30
2021-03-01,14476.0,NIFTY200 MOMENTUM 30
2021-03-02,14749.0,NIFTY200 MOMENTUM 30
2021-03-03,15009.0,NIFTY200 MOMENTUM 30
2021-03-04,14925.0,NIFTY200 MOMENTUM 30
2021-03-05,14634.0,NIFTY200 MOMENTUM 30
2021-03-08,14639.0,NIFTY200 MOMENTUM 30
2021-03-09,14597.0,NIFTY200 MOMENTUM 30
2021-03-10,14803.0,NIFTY200 MOMENTUM 30
2021-03-12,14725.0,NIFTY200 MOMENTUM 30
2021-03-15,14696.0,NIFTY200 MOMENTUM 30
2021-03-16,14751.0,NIFTY200 MOMENTUM 30
2021-03-17,14502.0,NIFTY200 MOMENTUM 30
2021-03-18,14246.0,NIFTY200 MOMENTUM 30
2021-03-19,14477.0,NIFTY200 MOMENTUM 30
2021-03-22,14721.0,NIFTY200 MOMENTUM 30
2021-03-23,14835.0,NIFTY200 MOMENTUM 30
2021-03-24,14627.0,NIFTY200 MOMENTUM 30
2021-03-25,14372.0,NIFTY200 MOMENTUM 30
2021-03-26,14609.0,NIFTY200 MOMENTUM 30
2021-03-30,14914.0,NIFTY200 MOMENTUM 30
2021-03-31,14935.0,NIFTY200 MOMENTUM 30
2021-04-01,15266.0,NIFTY200 MOMENTUM 30
2021-04-05,15225.0,NIFTY200 MOMENTUM 30
2021-04-06,15512.0,NIFTY200 MOMENTUM 30
2021-04-07,15718.0,NIFTY200 MOMENTUM 30
2021-04-08,15931.0,NIFTY200 MOMENTUM 30
2021-04-09,16033.0,NIFTY200 MOMENTUM 30
2021-04-12,15450.0,NIFTY200 MOMENTUM 30
2021-04-13,15553.0,NIFTY200 MOMENTUM 30
2021-04-15,15628.0,NIFTY200 MOMENTUM 30
2021-04-16,15870.0,NIFTY200 MOMENTUM 30
2021-04-19,15773.0,NIFTY200 MOMENTUM 30
2021-04-20,15887.0,NIFTY200 MOMENTUM 30
2021-04-22,15978.0,NIFTY200 MOMENTUM 30
2021-04-23,15908.0,NIFTY200 MOMENTUM 30
2021-04-26,15978.0,NIFTY200 MOMENTUM 30
2021-04-27,16185.0,NIFTY200 MOMENTUM 30
2021-04-28,16260.0,NIFTY200 MOMENTUM 30
2021-04-29,16467.0,NIFTY200 MOMENTUM 30
2021-04-30,16352.0,NIFTY200 MOMENTUM 30
2021-05-03,16528.0,NIFTY200 MOMENTUM 30
2021-05-04,16345.0,NIFTY200 MOMENTUM 30
2021-05-05,16524.0,NIFTY200 MOMENTUM 30
2021-05-06,16708.0,NIFTY200 MOMENTUM 30
2021-05-07,16786.0,NIFTY200 MOMENTUM 30
2021-05-10,16948.0,NIFTY200 MOMENTUM 30
2021-05-11,16864.0,NIFTY200 MOMENTUM 30
2021-05-12,16598.0,NIFTY200 MOMENTUM 30
2021-05-14,16419.0,NIFTY200 MOMENTUM 30
2021-05-17,16636.0,NIFTY200 MOMENTUM 30
2021-05-18,16921.0,NIFTY200 MOMENTUM 30
2021-05-19,16880.0,NIFTY200 MOMENTUM 30
2021-05-20,16804.0,NIFTY200 MOMENTUM 30
2021-05-21,16877.0,NIFTY200 MOMENTUM 30
2021-05-24,16809.0,NIFTY200 MOMENTUM 30
2021-05-25,16887.0,NIFTY200 MOMENTUM 30
2021-05-26,16957.0,NIFTY200 MOMENTUM 30
2021-05-27,17008.0,NIFTY200 MOMENTUM 30
2021-05-28,17014.0,NIFTY200 MOMENTUM 30
2021-05-31,17124.0,NIFTY200 MOMENTUM 30
2021-06-01,17178.0,NIFTY200 MOMENTUM 30
2021-06-02,17418.0,NIFTY200 MOMENTUM 30
2021-06-03,17612.0,NIFTY200 MOMENTUM 30
2021-06-04,17732.0,NIFTY200 MOMENTUM 30
2021-06-07,17674.0,NIFTY200 MOMENTUM 30
2021-06-08,17715.0,NIFTY200 MOMENTUM 30
2021-06-09,17590.0,NIFTY200 MOMENTUM 30
2021-06-10,17823.0,NIFTY200 MOMENTUM 30
2021-06-11,17974.0,NIFTY200 MOMENTUM 30
2021-06-14,17931.0,NIFTY200 MOMENTUM 30
2021-06-15,17999.0,NIFTY200 MOMENTUM 30
2021-06-16,17774.0,NIFTY200 MOMENTUM 30
2021-06-17,17617.0,NIFTY200 MOMENTUM 30
2021-06-18,17596.0,NIFTY200 MOMENTUM 30
2021-06-21,17649.0,NIFTY200 MOMENTUM 30
2021-06-22,17675.0,NIFTY200 MOMENTUM 30
2021-06-23,17522.0,NIFTY200 MOMENTUM 30
2021-06-24,17627.0,NIFTY200 MOMENTUM 30
2021-06-25,17830.0,NIFTY200 MOMENTUM 30
2021-06-28,17926.0,NIFTY200 MOMENTUM 30
2021-06-29,17887.0,NIFTY200 MOMENTUM 30
2021-06-30,17843.0,NIFTY200 MOMENTUM 30
2021-07-01,17834.0,NIFTY200 MOMENTUM 30
2021-07-02,17789.0,NIFTY200 MOMENTUM 30
2021-07-05,17934.0,NIFTY200 MOMENTUM 30
2021-07-06,17800.0,NIFTY200 MOMENTUM 30
2021-07-07,17992.0,NIFTY200 MOMENTUM 30
2021-07-08,17743.0,NIFTY200 MOMENTUM 30
2021-07-09,17906.0,NIFTY200 MOMENTUM 30
2021-07-12,17922.0,NIFTY200 MOMENTUM 30
2021-07-13,17982.0,NIFTY200 MOMENTUM 30
2021-07-14,18064.0,NIFTY200 MOMENTUM 30
2021-07-22,18256.0,NIFTY200 MOMENTUM 30
2021-07-23,18215.0,NIFTY200 MOMENTUM 30
2021-07-27,18229.0,NIFTY200 MOMENTUM 30
2021-07-28,18270.0,NIFTY200 MOMENTUM 30
2021-08-03,19064.0,NIFTY200 MOMENTUM 30
2021-08-04,18964.0,NIFTY200 MOMENTUM 30
2021-08-05,19026.0,NIFTY200 MOMENTUM 30
2021-08-06,19054.0,NIFTY200 MOMENTUM 30
2021-08-09,18858.0,NIFTY200 MOMENTUM 30
2021-08-10,18589.0,NIFTY200 MOMENTUM 30
2021-08-11,18811.0,NIFTY200 MOMENTUM 30
2021-08-12,18949.0,NIFTY200 MOMENTUM 30
2021-08-13,19014.0,NIFTY200 MOMENTUM 30
2021-08-16,19111.0,NIFTY200 MOMENTUM 30
2021-08-17,19037.0,NIFTY200 MOMENTUM 30
2021-08-18,19000.0,NIFTY200 MOMENTUM 30
2021-08-20,18432.0,NIFTY200 MOMENTUM 30
2021-08-23,18350.0,NIFTY200 MOMENTUM 30
2021-08-24,18704.0,NIFTY200 MOMENTUM 30
2021-08-25,18732.0,NIFTY200 MOMENTUM 30
2021-08-26,18609.0,NIFTY200 MOMENTUM 30
2021-08-27,18831.0,NIFTY200 MOMENTUM 30
2021-08-30,19125.0,NIFTY200 MOMENTUM 30
2021-08-31,19421.0,NIFTY200 MOMENTUM 30
2021-09-01,19424.0,NIFTY200 MOMENTUM 30
2021-09-02,19604.0,NIFTY200 MOMENTUM 30
2021-09-03,19736.0,NIFTY200 MOMENTUM 30
2021-09-06,19854.0,NIFTY200 MOMENTUM 30
2021-09-07,19752.0,NIFTY200 MOMENTUM 30
2021-09-08,19764.0,NIFTY200 MOMENTUM 30
2021-09-09,19817.0,NIFTY200 MOMENTUM 30
2021-09-13,19960.0,NIFTY200 MOMENTUM 30
2021-09-14,19977.0,NIFTY200 MOMENTUM 30
2021-09-15,20175.0,NIFTY200 MOMENTUM 30
2021-09-16,20182.0,NIFTY200 MOMENTUM 30
2021-09-17,19936.0,NIFTY200 MOMENTUM 30
2021-09-20,19234.0,NIFTY200 MOMENTUM 30
2021-09-21,19603.0,NIFTY200 MOMENTUM 30
2021-09-22,19780.0,NIFTY200 MOMENTUM 30
2021-09-23,20093.0,NIFTY200 MOMENTUM 30
2021-09-24,19900.0,NIFTY200 MOMENTUM 30
2021-09-27,19833.0,NIFTY200 MOMENTUM 30
2021-09-28,19625.0,NIFTY200 MOMENTUM 30
2021-09-29,19858.0,NIFTY200 MOMENTUM 30
2021-09-30,19793.0,NIFTY200 MOMENTUM 30
2021-10-01,19753.0,NIFTY200 MOMENTUM 30
2021-10-04,20154.0,NIFTY200 MOMENTUM 30
2021-10-05,20248.0,NIFTY200 MOMENTUM 30
2021-10-06,19914.0,NIFTY200 MOMENTUM 30
2021-10-07,20204.0,NIFTY200 MOMENTUM 30
2021-10-08,20353.0,NIFTY200 MOMENTUM 30
2021-10-11,20575.0,NIFTY200 MOMENTUM 30
2021-10-12,20747.0,NIFTY200 MOMENTUM 30
2021-10-13,21413.0,NIFTY200 MOMENTUM 30
2021-10-14,21793.0,NIFTY200 MOMENTUM 30
2021-10-18,22291.0,NIFTY200 MOMENTUM 30
2021-10-19,21830.0,NIFTY200 MOMENTUM 30
2021-10-20,21508.0,NIFTY200 MOMENTUM 30
2021-10-21,21214.0,NIFTY200 MOMENTUM 30
2021-10-22,20776.0,NIFTY200 MOMENTUM 30
2021-10-25,20595.0,NIFTY200 MOMENTUM 30
2021-10-26,21080.0,NIFTY200 MOMENTUM 30
2021-10-27,20979.0,NIFTY200 MOMENTUM 30
2021-10-28,20366.0,NIFTY200 MOMENTUM 30
2021-10-29,20399.0,NIFTY200 MOMENTUM 30
