Date,Close,Index
2015-11-09,2061.0,NIFTY CPSE
2015-11-10,1998.0,NIFTY CPSE
2015-11-11,2016.0,NIFTY CPSE
2015-11-13,2004.0,NIFTY CPSE
2015-11-16,1992.0,NIFTY CPSE
2015-11-17,2006.0,NIFTY CPSE
2015-11-18,1998.0,NIFTY CPSE
2015-11-19,2012.0,NIFTY CPSE
2015-11-20,2038.0,NIFTY CPSE
2015-11-23,2037.0,NIFTY CPSE
2015-11-24,2045.0,NIFTY CPSE
2015-11-26,2068.0,NIFTY CPSE
2015-11-27,2073.0,NIFTY CPSE
2015-11-30,2058.0,NIFTY CPSE
2015-12-01,2086.0,NIFTY CPSE
2015-12-02,2080.0,NIFTY CPSE
2015-12-03,2061.0,NIFTY CPSE
2015-12-04,2047.0,NIFTY CPSE
2015-12-07,2028.0,NIFTY CPSE
2015-12-08,1968.0,NIFTY CPSE
2015-12-09,1939.0,NIFTY CPSE
2015-12-10,1949.0,NIFTY CPSE
2015-12-11,1930.0,NIFTY CPSE
2015-12-14,1946.0,NIFTY CPSE
2015-12-15,1953.0,NIFTY CPSE
2015-12-16,1985.0,NIFTY CPSE
2015-12-17,1990.0,NIFTY CPSE
2015-12-18,1984.0,NIFTY CPSE
2015-12-21,2014.0,NIFTY CPSE
2015-12-22,2012.0,NIFTY CPSE
2015-12-23,2037.0,NIFTY CPSE
2015-12-24,2040.0,NIFTY CPSE
2015-12-28,2057.0,NIFTY CPSE
2015-12-29,2054.0,NIFTY CPSE
2015-12-30,2054.0,NIFTY CPSE
2015-12-31,2079.0,NIFTY CPSE
2016-01-01,2098.0,NIFTY CPSE
2016-01-04,2063.0,NIFTY CPSE
2016-01-05,2084.0,NIFTY CPSE
2016-01-06,2079.0,NIFTY CPSE
2016-01-07,2022.0,NIFTY CPSE
2016-01-08,2031.0,NIFTY CPSE
2016-01-11,2006.0,NIFTY CPSE
2016-01-12,1990.0,NIFTY CPSE
2016-01-13,1986.0,NIFTY CPSE
2016-01-14,1974.0,NIFTY CPSE
2016-01-15,1931.0,NIFTY CPSE
2016-01-18,1882.0,NIFTY CPSE
2016-01-19,1891.0,NIFTY CPSE
2016-01-20,1847.0,NIFTY CPSE
2016-01-21,1806.0,NIFTY CPSE
2016-01-22,1878.0,NIFTY CPSE
2016-01-25,1886.0,NIFTY CPSE
2016-01-27,1887.0,NIFTY CPSE
2016-01-28,1896.0,NIFTY CPSE
2016-01-29,1944.0,NIFTY CPSE
2016-02-01,1956.0,NIFTY CPSE
2016-02-02,1904.0,NIFTY CPSE
2016-02-03,1878.0,NIFTY CPSE
2016-02-04,1898.0,NIFTY CPSE
2016-02-05,1911.0,NIFTY CPSE
2016-02-08,1896.0,NIFTY CPSE
2016-02-09,1872.0,NIFTY CPSE
2016-02-10,1844.0,NIFTY CPSE
2016-02-11,1777.0,NIFTY CPSE
2016-02-12,1736.0,NIFTY CPSE
2016-02-15,1826.0,NIFTY CPSE
2016-02-16,1790.0,NIFTY CPSE
2016-02-17,1788.0,NIFTY CPSE
2016-02-18,1814.0,NIFTY CPSE
2016-02-19,1802.0,NIFTY CPSE
2016-02-22,1816.0,NIFTY CPSE
2016-02-23,1776.0,NIFTY CPSE
2016-02-24,1756.0,NIFTY CPSE
2016-02-25,1772.0,NIFTY CPSE
2016-02-26,1788.0,NIFTY CPSE
2016-02-29,1738.0,NIFTY CPSE
2016-03-01,1771.0,NIFTY CPSE
2016-03-02,1783.0,NIFTY CPSE
2016-03-03,1806.0,NIFTY CPSE
2016-03-04,1840.0,NIFTY CPSE
2016-03-08,1846.0,NIFTY CPSE
2016-03-09,1847.0,NIFTY CPSE
2016-03-10,1834.0,NIFTY CPSE
2016-03-11,1824.0,NIFTY CPSE
2016-03-14,1804.0,NIFTY CPSE
2016-03-15,1800.0,NIFTY CPSE
2016-03-16,1793.0,NIFTY CPSE
2016-03-17,1824.0,NIFTY CPSE
2016-03-18,1838.0,NIFTY CPSE
2016-03-21,1857.0,NIFTY CPSE
2016-03-22,1852.0,NIFTY CPSE
2016-03-23,1852.0,NIFTY CPSE
2016-03-28,1838.0,NIFTY CPSE
2016-03-29,1826.0,NIFTY CPSE
2016-03-30,1866.0,NIFTY CPSE
2016-03-31,1845.0,NIFTY CPSE
2016-04-01,1819.0,NIFTY CPSE
2016-04-04,1820.0,NIFTY CPSE
2016-04-05,1788.0,NIFTY CPSE
2016-04-06,1798.0,NIFTY CPSE
2016-04-07,1810.0,NIFTY CPSE
2016-04-08,1809.0,NIFTY CPSE
2016-04-11,1816.0,NIFTY CPSE
2016-04-12,1827.0,NIFTY CPSE
2016-04-13,1844.0,NIFTY CPSE
2016-04-18,1834.0,NIFTY CPSE
2016-04-20,1848.0,NIFTY CPSE
2016-04-21,1876.0,NIFTY CPSE
2016-04-22,1887.0,NIFTY CPSE
2016-04-25,1872.0,NIFTY CPSE
2016-04-26,1896.0,NIFTY CPSE
2016-04-27,1924.0,NIFTY CPSE
2016-04-28,1885.0,NIFTY CPSE
2016-04-29,1896.0,NIFTY CPSE
2016-05-02,1900.0,NIFTY CPSE
2016-05-03,1871.0,NIFTY CPSE
2016-05-04,1851.0,NIFTY CPSE
2016-05-05,1844.0,NIFTY CPSE
2016-05-06,1850.0,NIFTY CPSE
2016-05-09,1872.0,NIFTY CPSE
2016-05-10,1860.0,NIFTY CPSE
2016-05-11,1842.0,NIFTY CPSE
2016-05-12,1853.0,NIFTY CPSE
2016-05-13,1843.0,NIFTY CPSE
2016-05-16,1839.0,NIFTY CPSE
2016-05-17,1860.0,NIFTY CPSE
2016-05-18,1871.0,NIFTY CPSE
2016-05-19,1844.0,NIFTY CPSE
2016-05-20,1841.0,NIFTY CPSE
2016-05-23,1832.0,NIFTY CPSE
2016-05-24,1826.0,NIFTY CPSE
2016-05-25,1847.0,NIFTY CPSE
2016-05-26,1857.0,NIFTY CPSE
2016-05-27,1863.0,NIFTY CPSE
2016-05-30,1887.0,NIFTY CPSE
2016-05-31,1878.0,NIFTY CPSE
2016-06-01,1889.0,NIFTY CPSE
2016-06-02,1913.0,NIFTY CPSE
2016-06-03,1905.0,NIFTY CPSE
2016-06-06,1896.0,NIFTY CPSE
2016-06-07,1910.0,NIFTY CPSE
2016-06-08,1919.0,NIFTY CPSE
2016-06-09,1940.0,NIFTY CPSE
2016-06-10,1916.0,NIFTY CPSE
2016-06-13,1908.0,NIFTY CPSE
2016-06-14,1907.0,NIFTY CPSE
2016-06-15,1919.0,NIFTY CPSE
2016-06-16,1914.0,NIFTY CPSE
2016-06-17,1919.0,NIFTY CPSE
2016-06-20,1928.0,NIFTY CPSE
2016-06-21,1940.0,NIFTY CPSE
2016-06-22,1943.0,NIFTY CPSE
2016-06-23,1950.0,NIFTY CPSE
2016-06-24,1913.0,NIFTY CPSE
2016-06-27,1914.0,NIFTY CPSE
2016-06-28,1934.0,NIFTY CPSE
2016-06-29,1961.0,NIFTY CPSE
2016-06-30,1967.0,NIFTY CPSE
2016-07-01,2021.0,NIFTY CPSE
2016-07-04,2059.0,NIFTY CPSE
2016-07-05,2060.0,NIFTY CPSE
2016-07-07,2035.0,NIFTY CPSE
2016-07-08,2016.0,NIFTY CPSE
2016-07-11,2049.0,NIFTY CPSE
2016-07-12,2044.0,NIFTY CPSE
2016-07-13,2079.0,NIFTY CPSE
2016-07-14,2089.0,NIFTY CPSE
2016-07-15,2074.0,NIFTY CPSE
2016-07-18,2032.0,NIFTY CPSE
2016-07-19,2052.0,NIFTY CPSE
2016-07-20,2099.0,NIFTY CPSE
2016-07-21,2104.0,NIFTY CPSE
2016-07-22,2115.0,NIFTY CPSE
2016-07-25,2145.0,NIFTY CPSE
2016-07-26,2113.0,NIFTY CPSE
2016-07-27,2114.0,NIFTY CPSE
2016-07-28,2112.0,NIFTY CPSE
2016-07-29,2116.0,NIFTY CPSE
2016-08-01,2116.0,NIFTY CPSE
2016-08-02,2118.0,NIFTY CPSE
2016-08-03,2105.0,NIFTY CPSE
2016-08-04,2096.0,NIFTY CPSE
2016-08-05,2149.0,NIFTY CPSE
2016-08-08,2161.0,NIFTY CPSE
2016-08-09,2168.0,NIFTY CPSE
2016-08-10,2142.0,NIFTY CPSE
2016-08-11,2143.0,NIFTY CPSE
2016-08-12,2149.0,NIFTY CPSE
2016-08-16,2160.0,NIFTY CPSE
2016-08-17,2187.0,NIFTY CPSE
2016-08-18,2193.0,NIFTY CPSE
2016-08-19,2184.0,NIFTY CPSE
2016-08-22,2174.0,NIFTY CPSE
2016-08-23,2166.0,NIFTY CPSE
2016-08-24,2188.0,NIFTY CPSE
2016-08-25,2183.0,NIFTY CPSE
2016-08-26,2189.0,NIFTY CPSE
2016-08-29,2184.0,NIFTY CPSE
2016-08-30,2202.0,NIFTY CPSE
2016-08-31,2204.0,NIFTY CPSE
2016-09-01,2215.0,NIFTY CPSE
2016-09-02,2212.0,NIFTY CPSE
2016-09-06,2212.0,NIFTY CPSE
2016-09-07,2223.0,NIFTY CPSE
2016-09-08,2227.0,NIFTY CPSE
2016-09-09,2245.0,NIFTY CPSE
2016-09-12,2199.0,NIFTY CPSE
2016-09-14,2193.0,NIFTY CPSE
2016-09-15,2187.0,NIFTY CPSE
2016-09-16,2204.0,NIFTY CPSE
2016-09-19,2226.0,NIFTY CPSE
2016-09-20,2236.0,NIFTY CPSE
2016-09-21,2237.0,NIFTY CPSE
2016-09-22,2255.0,NIFTY CPSE
2016-09-23,2259.0,NIFTY CPSE
2016-09-26,2240.0,NIFTY CPSE
2016-09-27,2229.0,NIFTY CPSE
2016-09-28,2237.0,NIFTY CPSE
2016-09-29,2196.0,NIFTY CPSE
2016-09-30,2229.0,NIFTY CPSE
2016-10-03,2277.0,NIFTY CPSE
2016-10-04,2319.0,NIFTY CPSE
2016-10-05,2313.0,NIFTY CPSE
2016-10-06,2337.0,NIFTY CPSE
2016-10-07,2329.0,NIFTY CPSE
2016-10-10,2323.0,NIFTY CPSE
2016-10-13,2318.0,NIFTY CPSE
2016-10-14,2342.0,NIFTY CPSE
2016-10-17,2341.0,NIFTY CPSE
2016-10-18,2349.0,NIFTY CPSE
2016-10-19,2363.0,NIFTY CPSE
2016-10-20,2367.0,NIFTY CPSE
2016-10-21,2374.0,NIFTY CPSE
2016-10-24,2421.0,NIFTY CPSE
2016-10-25,2402.0,NIFTY CPSE
2016-10-26,2390.0,NIFTY CPSE
2016-10-27,2379.0,NIFTY CPSE
2016-10-28,2401.0,NIFTY CPSE
2016-10-30,2409.0,NIFTY CPSE
2016-11-01,2413.0,NIFTY CPSE
2016-11-02,2357.0,NIFTY CPSE
2016-11-03,2319.0,NIFTY CPSE
2016-11-04,2295.0,NIFTY CPSE
2016-11-07,2313.0,NIFTY CPSE
2016-11-08,2331.0,NIFTY CPSE
2016-11-09,2332.0,NIFTY CPSE
2016-11-10,2397.0,NIFTY CPSE
2016-11-11,2345.0,NIFTY CPSE
2016-11-15,2284.0,NIFTY CPSE
2016-11-16,2278.0,NIFTY CPSE
2016-11-17,2285.0,NIFTY CPSE
2016-11-18,2301.0,NIFTY CPSE
