Date,Close,Index
2015-11-09,8246.0,NIFTY AUTO
2015-11-10,8258.0,NIFTY AUTO
2015-11-11,8304.0,NIFTY AUTO
2015-11-13,8178.0,NIFTY AUTO
2015-11-16,8190.0,NIFTY AUTO
2015-11-17,8252.0,NIFTY AUTO
2015-11-18,8181.0,NIFTY AUTO
2015-11-19,8295.0,NIFTY AUTO
2015-11-20,8339.0,NIFTY AUTO
2015-11-23,8395.0,NIFTY AUTO
2015-11-24,8333.0,NIFTY AUTO
2015-11-26,8445.0,NIFTY AUTO
2015-11-27,8444.0,NIFTY AUTO
2015-11-30,8482.0,NIFTY AUTO
2015-12-01,8419.0,NIFTY AUTO
2015-12-02,8416.0,NIFTY AUTO
2015-12-03,8335.0,NIFTY AUTO
2015-12-04,8241.0,NIFTY AUTO
2015-12-07,8222.0,NIFTY AUTO
2015-12-08,8210.0,NIFTY AUTO
2015-12-09,8068.0,NIFTY AUTO
2015-12-10,8085.0,NIFTY AUTO
2015-12-11,7943.0,NIFTY AUTO
2015-12-14,7964.0,NIFTY AUTO
2015-12-15,8082.0,NIFTY AUTO
2015-12-16,8036.0,NIFTY AUTO
2015-12-17,8149.0,NIFTY AUTO
2015-12-18,8079.0,NIFTY AUTO
2015-12-21,8155.0,NIFTY AUTO
2015-12-22,8100.0,NIFTY AUTO
2015-12-23,8111.0,NIFTY AUTO
2015-12-24,8137.0,NIFTY AUTO
2015-12-28,8228.0,NIFTY AUTO
2015-12-29,8269.0,NIFTY AUTO
2015-12-30,8240.0,NIFTY AUTO
2015-12-31,8255.0,NIFTY AUTO
2016-01-01,8328.0,NIFTY AUTO
2016-01-04,8143.0,NIFTY AUTO
2016-01-05,8124.0,NIFTY AUTO
2016-01-06,8025.0,NIFTY AUTO
2016-01-07,7725.0,NIFTY AUTO
2016-01-08,7744.0,NIFTY AUTO
2016-01-11,7752.0,NIFTY AUTO
2016-01-12,7721.0,NIFTY AUTO
2016-01-13,7796.0,NIFTY AUTO
2016-01-14,7685.0,NIFTY AUTO
2016-01-15,7544.0,NIFTY AUTO
2016-01-18,7431.0,NIFTY AUTO
2016-01-19,7526.0,NIFTY AUTO
2016-01-20,7402.0,NIFTY AUTO
2016-01-21,7259.0,NIFTY AUTO
2016-01-22,7544.0,NIFTY AUTO
2016-01-25,7487.0,NIFTY AUTO
2016-01-27,7491.0,NIFTY AUTO
2016-01-28,7458.0,NIFTY AUTO
2016-01-29,7605.0,NIFTY AUTO
2016-02-01,7570.0,NIFTY AUTO
2016-02-02,7470.0,NIFTY AUTO
2016-02-03,7343.0,NIFTY AUTO
2016-02-04,7378.0,NIFTY AUTO
2016-02-05,7496.0,NIFTY AUTO
2016-02-08,7423.0,NIFTY AUTO
2016-02-09,7296.0,NIFTY AUTO
2016-02-10,7202.0,NIFTY AUTO
2016-02-11,6949.0,NIFTY AUTO
2016-02-12,7074.0,NIFTY AUTO
2016-02-15,7391.0,NIFTY AUTO
2016-02-16,7249.0,NIFTY AUTO
2016-02-17,7321.0,NIFTY AUTO
2016-02-18,7373.0,NIFTY AUTO
2016-02-19,7442.0,NIFTY AUTO
2016-02-22,7465.0,NIFTY AUTO
2016-02-23,7352.0,NIFTY AUTO
2016-02-24,7261.0,NIFTY AUTO
2016-02-25,7176.0,NIFTY AUTO
2016-02-26,7165.0,NIFTY AUTO
2016-02-29,7092.0,NIFTY AUTO
2016-03-01,7396.0,NIFTY AUTO
2016-03-02,7435.0,NIFTY AUTO
2016-03-03,7580.0,NIFTY AUTO
2016-03-04,7592.0,NIFTY AUTO
2016-03-08,7597.0,NIFTY AUTO
2016-03-09,7690.0,NIFTY AUTO
2016-03-10,7688.0,NIFTY AUTO
2016-03-11,7724.0,NIFTY AUTO
2016-03-14,7777.0,NIFTY AUTO
2016-03-15,7711.0,NIFTY AUTO
