Date,Close
2022-02-04,61.0
2022-02-07,61.0
2022-02-08,62.0
2022-02-09,62.0
2022-02-10,63.0
2022-02-11,62.0
2022-02-14,64.0
2022-02-15,63.0
2022-02-16,63.0
2022-02-17,64.0
2022-02-18,64.0
2022-02-21,64.0
2022-02-22,64.0
2022-02-23,64.0
2022-02-24,68.0
2022-02-25,65.0
2022-02-28,65.0
2022-03-02,67.0
2022-03-03,68.0
2022-03-04,68.0
2022-03-07,70.0
2022-03-08,71.0
2022-03-09,71.0
2022-03-10,68.0
2022-03-11,69.0
2022-03-14,68.0
2022-03-15,67.0
2022-03-16,67.0
2022-03-17,68.0
2022-03-21,67.0
2022-03-22,67.0
2022-03-23,67.0
2022-03-24,68.0
2022-03-25,69.0
2022-03-28,67.0
2022-03-29,66.0
2022-03-30,67.0
2022-03-31,66.0
2022-04-01,67.0
2022-04-04,67.0
2022-04-05,66.0
2022-04-06,66.0
2022-04-07,66.0
2022-04-08,66.0
2022-04-11,67.0
2022-04-12,67.0
2022-04-13,69.0
2022-04-18,70.0
2022-04-19,70.0
2022-04-20,68.0
2022-04-21,67.0
2022-04-22,66.0
2022-04-25,65.0
2022-04-26,65.0
2022-04-27,65.0
2022-04-28,64.0
2022-04-29,65.0
2022-05-02,63.0
2022-05-04,63.0
2022-05-05,63.0
2022-05-06,62.0
2022-05-09,62.0
2022-05-10,62.0
2022-05-11,62.0
2022-05-12,62.0
2022-05-13,62.0
2022-05-16,62.0
2022-05-17,62.0
2022-05-18,62.0
2022-05-19,62.0
2022-05-20,62.0
2022-05-23,62.0
2022-05-24,62.0
2022-05-25,62.0
2022-05-26,62.0
2022-05-27,62.0
2022-05-30,62.0
2022-05-31,62.0
2022-06-01,62.0
2022-06-02,62.0
2022-06-03,62.0
2022-06-06,62.0
2022-06-07,62.0
2022-06-08,62.0
2022-06-09,62.0
2022-06-10,62.0
2022-06-13,62.0
2022-06-14,62.0
2022-06-15,62.0
2022-06-16,62.0
2022-06-17,62.0
2022-06-20,62.0
2022-06-21,62.0
2022-06-22,62.0
2022-06-23,62.0
2022-06-24,62.0
2022-06-27,62.0
2022-06-28,62.0
2022-06-29,62.0
2022-06-30,62.0
2022-07-01,62.0
2022-07-04,62.0
2022-07-05,62.0
2022-07-06,62.0
